text,binary,multiclass
#USER# #USER# Creo que anoche no funcionaba el famoso VAR,Not Hope,Not Hope
Neptuno esperando a que me cuelgue del tridente después de haberme vaciado dos botellas de Bombay para celebrar la Liga Torres #URL# #URL#,Hope,Unrealistic Hope
"#USER# #USER# Así funciona tu democracia? Bloqueando y sancionando países solo porque no se arrodillan delante del imperio?? El pueblo no cuenta nada? Los niños? Ancianos? , No quiero ese tipo de democracia en mi país!! VIVA LA REVOLUCIÓN CARAJO!!!!! Van a morir esperando el cambio en Cuba.",Not Hope,Not Hope
"leona bravo cada día me enamora más, lo amorosa que es, el corazón de oro que tiene, lo linda que es por dentro y por fuera, la valentía que la llena, el amor tan grande que le tiene a sus hijos, cada parte de esta mujer es de admirar, se merece el mundo &lt;3  #ElAmorInvencible",Hope,Generalized Hope
"#USER# Yo edito todo desde ttte, pero no creo que sea lo mismo",Not Hope,Not Hope
Mi nuevo sueño pilotar un helicóptero hasta el culo de cocaína #URL#,Hope,Unrealistic Hope
encima después d salir d esas clases me toma una hora regresar a mi casa mi única esperanza es q también hagan sesiones en la mañana o si no me su!c!d0,Hope,Realistic Hope
"#USER# #USER# Lo siento mucho Natalia, gajes del correr…, deseo tengas paciencia para recuperar bien la fascia, es molesta y puñetera, pero eso seguro lo sabes tú.  🔝🦾🙏",Hope,Generalized Hope
te amo tanto han Jihoon mi único deseo es poder verte una ves más &lt;//3,Hope,Generalized Hope
Yo creo y tengo fe y esperanza de q fui la primera q paso por esa cama y la única x ahora,Hope,Realistic Hope
"#USER# Buenos Días Julio, tienes una solicitud en curso, debemos esperar el plazo indicado .^OT",Hope,Generalized Hope
#USER# Desearía más detalles al respecto.  ¿Puede alguien dármelo?,Not Hope,Not Hope
"Co6mo que sigue julieta? Unas ganas que salga, se entere que es cornuda y lo esperé a Marcos que gane y se lo chape en en vivo #GH2022",Not Hope,Not Hope
📈¿Qué quita el sueño a los #CEO en #Perú 2023❓  📰 Según #USER# de ayer priorizan👇  ✔️ Reducir costos ✔️ Desarrollar productos o servicios ✔️ Liquidez  Los preocupa👇  ⭕️ Desaceleración económica ⭕️ conflictos sociales ⭕️ Inestabilidad democrática  #JuanCarlosAllende #URL#,Not Hope,Not Hope
RT #USER# Desearía que mi papá me acompañe en mis momentos más importantes..,Hope,Unrealistic Hope
"desde que me fui del país cada vez son más seguidos los sueños que estoy con mi familia/amigos y estoy a un sueño más de irme para la verga otra vez porque ese guayabo al despertar es muy heavy, literal he hasta llorado porque se siente muy real 💔",Hope,Unrealistic Hope
"#USER# Haga deporte, box, trote, corre, grite, nade, gym pero busque sacar esa energía negativa. No se quede con ella. Los japoneses tienen lugares donde pueden romper cosas para liberar estrés.  Le deseo lo mejor del mundo",Hope,Generalized Hope
"#USER# #USER# No lo dudo, pueden ir desde cualquier concejal de Bogotá hasta uno que otro magistrado, ojalá se destape esa olla que quieren que pensemos que es solo Nicolás petro",Not Hope,Not Hope
"#USER# Pues ojala os llueva Jesús, el agua es vida,, por aquí continúa el sol.. Buen día.. 😘😘😘",Hope,Generalized Hope
¡Jag #Purim Sameaj! 🥳🎭 ✡️ Les deseo que haya muchísima alegría y regocijo en sus hogares. 💙  ¡Feliz Purim! 🎉🥳 #URL#,Hope,Generalized Hope
"Y de fondo un magnífico techo de uralita quebrado en el interior de un acuartelamiento. A ver si    #USER# puede esperar más y se terminan de caer los techos del resto de barracones y respiramos todos una nube tóxica rica, rica. #URL#",Not Hope,Not Hope
Misión cumplida action-man! Seguiremos subiendo clips aleatorios para joderle la vida cuando menos se lo espere. Permanezcan atentos #URL#,Not Hope,Not Hope
lo cansada que estoy y el sueño que tengo quiero dormir todo el dia,Hope,Unrealistic Hope
#USER# #USER# Hahahaha ustedes par de transexuales! (Nacacia y Nacaranda) hahaha busquen a trabajar! A manos cambiadas me la van a pelar los dos esperando eso! 😌 #URL#,Not Hope,Not Hope
Aprender a disfrutar de cada minuto de su vida. Sé feliz ahora. No espere a que algo fuera de sí mismo para ser feliz en el futuro. . Earl Nightingale   #vidapositiva #alegria  l #FeEnDios #actitudpositiva #abundanciainfinita #amorpropio  #earlnightingale❤️❤️ #URL#,Hope,Generalized Hope
#USER# Ayer mismo estuve leyendo reglas de una edicion antigua de die macher que se veian malamente traducidas del aleman al ingles y creo que me han convalidado 10 créditos de filologia germanica y criptografía,Not Hope,Not Hope
#USER# #USER# Porque era la que se iba . A nacho no lo iba a sacar. Ahora creo q se lo re puede sacar,Not Hope,Not Hope
"""En el mismo lugar estoy esperando que vuelvas, no dudes en regresar amor, tengo abierta la puerta""",Not Hope,Not Hope
"Es de esperar que el nuevo proceso para crear una constitución, se inspire en disminuir el abuso en todas sus formas; tanto horizontal como verticalmente, y segundo; que para exigir derechos, debemos cumplir deberes. Solo con esas frases el cambio sería más que alentador.",Hope,Realistic Hope
"#USER# #USER# Siempre lo ha ignorado, ya le llaman ""el ignorado"" ""el invisible"" el ""y ese quién es!!?"" Jajaja jajaja jajaja qué espere sentadito, que agarre un banquito, ah ya sé, que le diga a Silvano Aureoles que se lo preste!!! Jajaja jajaja jajaja jajaja jajaja",Not Hope,Not Hope
ojalá mi “creo que ahora puedo decir que he visto a namjoon” también,Hope,Unrealistic Hope
"Claro, pero es el NYTimes. Y es un editorial. Dos cosas que, juntas, hacen una deliciosa receta de un buen plato de sesgo.",Not Hope,Sarcasm
"RT #USER# “te vas a la playa, tomas el sol y si acaso te vas a una rave” pues creo que yo voy a empezar a dar ese consejo",Not Hope,Not Hope
RT #USER# #USER# #USER# #USER# #USER# Y luego te despertaste del sueño 😂 #URL#,Not Hope,Not Hope
"Verga, hace mucho no lloraba por la felicidad de mis amigos, o creo que nunca me había pasado.",Not Hope,Not Hope
"Envío una felicitación con motivo de su cumpleaños al Mtro. Luis Gilberto Limón Chávez (@LuisLimonChavez), Titular de Comunicaciones del Estado de México , deseando que sea un año lleno de bendiciones, salud y éxitos. Te envío un abrazo a la distancia. #FelizCumpleaños 🎁🎉 #URL#",Hope,Generalized Hope
escuchame #Cepdev lo lograste arruinaste mi vida me humillaste ¿Es lo que querías? pues lo lograste Desde hace unos minutos rezo para que sientas lo que me hiciste sentir ¿Sabes cómo se siente pasar treinta y dos veces por el mismo nivel de un obby y seguir perdien,Not Hope,Not Hope
en veces desearia dejar d ser lesbiana y convertirme en una planta,Not Hope,Not Hope
#USER# #USER# #USER# #USER# #USER# Tenemos que rezar más a menudo. #URL#,Not Hope,Not Hope
#USER# #USER# No se puede esperar otra cosa de ese sujeto,Not Hope,Not Hope
#USER# La peor estrategia de marketing para limpiar el nombre. Creo que ahora quedaron peor que al principio,Not Hope,Not Hope
"No tuve que elegir ser homosexual. Es una inclinación natural. Elegí no esconderme ni mentir sobre quién soy. Sin embargo, tú eres el que parece estar bajo la ilusión de que ser gay es una elección. Una vez más te pregunto, si es solo una elección, entonces elige ser gay en este preciso momento.",Not Hope,Sarcasm
"He intentado buscar tus abrazos en otras personas esos abrazos que te curaban el alma y que te hacían liberarte de todo lo malo hoy más que nunca desearía uno de ellos y apesar de vernos diario, duele saber que no los volveré a sentir",Hope,Generalized Hope
#USER# #USER#  Sigo esperando solución a mi reclamo Carta Documento Correo Arg CD 152741337 del 3-3-23 y carta certificada CU773375309AR recibida el 14-2. Aboné $ 386000 a Sauma por reparación inexistente y 10 semanas sin poder utilizar mi VW Vento KVX703.,Not Hope,Not Hope
"#USER# #USER# Antes  cuando vivíamos en democracia se decía ""ACUDE te estamos esperando""📚📝",Hope,Generalized Hope
"#USER# Una entrevista de trabajo que fue el día martes pasado , la decisión sobre si o no se hace esperar y la necesito mucho a esta oportunidad",Hope,Realistic Hope
"RT #USER# Yo sé que voy a estar bien cuando menos me lo espere, lo importante es no perderme y seguir.",Not Hope,Not Hope
"No quiero presenciar otro amanecer, desearía fallecer  de manera tranquila mientras duermo",Not Hope,Not Hope
"Si vota alguien, un milagro 🤭🤭😂😂 Voten mientras curro! 🤭  😈: intimidante, popular, siempre en la tl, ""me da miedo interactuar pero quiero"" 🤪: No se calla, divertido, salvaje, fiestas, flirt. 🐶: personalidad suave, confortable, amigable, protecc 💜: crush ""Ojalá gustarle""",Hope,Generalized Hope
"#USER# #USER# #USER# Los que estuvimos ayer en el estadio, vimos el calentamiento de caceda y sus saques planos y al pie o pecho, carvallo sacando bombeado y avisado y al que le caiga, y Romero estirándose como arquero, lo mismo caceda, eso se replicó en el partido, ojalá Fossati la vea...Romero",Not Hope,Not Hope
"#USER# Si si, la estoy viendo. Esperando el capítulo del viernes. Juez Desiato",Hope,Generalized Hope
#USER# #USER# Ojalá #USER# se encuentre su casa ocupada al volver de vacaciones . A ver si espera 5-10 años a que un juez eche a los okupas o acude a vuestra empresa.,Not Hope,Not Hope
"Tuve un sueño donde me comía un hombre pero sabroso, no sé ni su nombre pero dónde quiera que estés, espero hayas disfrutado esa telepatía",Hope,Generalized Hope
#USER# Hola Stefani perdón por no responder 🙏 feliz día cariño .. Dios te bendiga feliz inicio de semana 🙏😇☀️ #CanYaman deseando mi galán nos de un pequeño detalle 🙏🥰😊😊😊🇨🇴🇨🇴🇹🇷🇹🇷🥰🥰🥰🤗🤗 #URL#,Hope,Generalized Hope
Desearía estar siendo feliz y no estar despierta un malparido sábado a las 5:42 am,Hope,Generalized Hope
#USER# Pase a rezar x el alma d #yaretzi a dos meses de su muerte en el #MetroCDMX,Not Hope,Not Hope
"Porque mejor no vines y matamos el deseo oh ,   lo hacemo  a escondidas...",Not Hope,Not Hope
"Miles de cubanos arriesgan sus vidas huyendo de la crisis económica y la represión política en Cuba, en busca del anhelo de tener un mejor futuro para ellos y sus familias.  🎨 Sobre el tema dibuja #USER# #URL#",Hope,Generalized Hope
Deseando que Amancio lo copie y pasearme el domingo de ramos con un vestido así 💐. El retorno de las hombreras 10/10 #URL#,Not Hope,Not Hope
Ya estoy esperando con ganas otro space del opinólogo profesional,Hope,Realistic Hope
Rezar para q alguno de mis 5 gallos pase a la final,Hope,Realistic Hope
"Claro, entonces la forma más rápida de conseguir más de 20,000 puntos es no tomárselo en serio, ¿verdad? ¡Entendido!",Not Hope,Sarcasm
No veo la hora de tener un departamentito con balconnnnn anhelo anheeeeelooooo,Not Hope,Not Hope
#USER# Ya veo a los termos y terroristas esperando una masterclass del sorete de Gargano para putear a NUESTRO presidente Juan Ignacio Ruglio,Not Hope,Not Hope
"#USER# si podes abandónala!!!, es la cosa más idiota que vi en mi vida!!  y como un estupido esperé hasta que terminó pensando que en algún momento se iba a poner buena… Y CADA MINUTO QUE PASA ES PEOOOOORRRRRRR!",Not Hope,Not Hope
wow que loco los diseñadores que sí saben diseñar desearía ser,Not Hope,Not Hope
"Todo empezó con un sueño, Maria José no tenía trabajo y debe alimentarse y alimentar a 4 hermosas niñas todos los días. Su sueño era trabajar dignamente y no pedir prestado, sentir que el fruto de su trabajo honesto podía sacar adelante a su familia. Así surgió la idea.. #URL#",Hope,Realistic Hope
"#USER# #USER# El banquillo de García Luna en NY aún está calientito esperándo a AMLO, he is the next 🤣",Hope,Generalized Hope
"#USER# ¿Y te han dado por culo? Porque creo que ellos iban con putas. Eres un auténtico mentiroso e hijo de ... Tenemos la derechona más miserable, mentirosa, corrupta y traidora de Europa. Son como son y nunca cambian y la culpa es de sus votantes.",Not Hope,Not Hope
"#USER# La luz se ha ido y todo está triste,  La soledad nos abraza sin resistencia.  Y es en estos días grises que me pregunto,  ¿Cómo puedo volver a encontrar la alegría?  Ahora miro hacia el cielo y rezo  Para que en este día gris se vaya el llanto 👇🏻👇🏻👇🏻",Hope,Unrealistic Hope
#USER# Fernando pronta recuperación y en estos momentos difíciles deseo q tu fe crezca y se fortalezca,Hope,Generalized Hope
Este pequeño búho está deseando vivir mil aventuras :) Encarguito para #USER# #URL#,Hope,Realistic Hope
#USER# Planazo!! Con razón estás deseando que llegue! 😍😋 Yo me voy a unas jornadas de juegos basados en Lovecraft 😁 Ganas de pasar miedito jaaajajaja,Hope,Generalized Hope
#USER# seguimos esperando tu arrepentimiento publico y tu pronunciamiento a futuro. #URL#,Hope,Generalized Hope
"A mi me gusta trabajar, pero hoy es uno de esos días que desearía tener a alguien que me mantenga y no hacer nah, más que estar tirá en el sofá rascándome una nalga.",Not Hope,Not Hope
"porque no hermana, tus encantos, personalidad hermosa y corazón de oro no van a hacer que cambie de opinión",Not Hope,Not Hope
#USER# te deseo todo lo bonito en el mundo xime,Hope,Generalized Hope
"Que lindo fue volver a encontrarnos, espere tanto este momento que cuando dejé de pensarlo apareciste.. te amo con toda mi alma viejito lindo, iluminame la vida y aparece solo cuando más te necesite pero aparece. ❤️",Hope,Generalized Hope
Dios mío ansío un novio pero todo esto es porque no tengo un crush fijo este año 😭😭😭,Hope,Unrealistic Hope
#USER# Rezar para que no lo conviertan en un Xenoverse 3 y siga teniendo la jugabilidad de siempre con unos pocos detalles y combinaciones más,Not Hope,Not Hope
RT #USER# No a las jaulas aunque sean de oro,Not Hope,Not Hope
"""Aún hay esperanza si aún tienes el aire para respirar""",Hope,Generalized Hope
"Otro día más en dónde sueño que mis abuelitos, que ya no están conmigo, me vienen a visitar ❤️‍🩹✨",Hope,Unrealistic Hope
"Ansío los debates presidenciales, en especifico a milei a los gritos.",Hope,Realistic Hope
"Ya mi ojo por fin esta mejor, estoy deseando hacerme un maquillaje para grabar tik toks que a nadie le importan 😍😍😍😍",Hope,Realistic Hope
Himno de Infantería Española (Ejército de España) Nuestro anhelo es tu grandeza que seas noble y fuerte. Y por verte temida y honrada contentos tus hijos irán a la muerte. https://t.co/hi763W0XM5 a través de #USER#,Hope,Generalized Hope
"#USER# #USER# #USER# #USER# #USER# Un ladrón entra a tu casa No contento con invadir tu propiedad, hace cochinadas en la sala Lo mínimo es meterle un par de tiros Bien por Perú. Ojalá Ecuador hiciera algo parecido con la minería ilegal.",Hope,Unrealistic Hope
A Dios y a tu personita les rezo para que te cuiden por mi.,Hope,Realistic Hope
Eres tú quien se está apuntando para ser el chico de los recados de Satanás por toda la eternidad. No puede ser más inteligente que eso.,Hope,Sarcasm
#USER# esperando elas hitarem igual o resto dos ggs nugus,Not Hope,Not Hope
🛐 ❤️ Te rezo todas las noches si querés #URL#,Hope,Generalized Hope
🏆Los mayores tuvieron rodaje para encontrase y la máquina del Profesor Corte espera su debut en la Superliga.  📹Adjuntamos un pequeño compilado de la noche vs Alumni esperando lo que se vendrá...✔️  ¡Vamos CAT!🏁 #URL# #URL#,Not Hope,Not Hope
"Y Bill Clinton no lo hizo? ¿Obama tampoco? emoticonxdonno Permíteme ayudarte con eso. emoticonxangel ¡Ella es una conservadora! ¡Apuesto a que su próximo debate con Biden atraerá mucha más atención que el de McCain/Obama! ¡Seguro que estaré viendo! Se dice por ahí que el moderador es un fan de Obama. Estoy simplemente sorprendido de que tantos consideren tan importante cómo se desempeña uno en estos concursos de personalidad llenos de ingenio rápido. Solo porque una persona esté un poco fuera de lugar en cuanto a ingenio no significa que no sea un buen líder, capaz de tomar decisiones políticas acertadas. Dejando a un lado las apariencias, Pelosi es un cero a la izquierda comparada con Palin. Ella recibe un pase libre de los medios de comunicación - qué aburrido.",Not Hope,Sarcasm
"RT #USER# MIENTRAS HAYA VIDA, HAY ESPERANZA #BenaventeNuncaSeRinde #USER# 🧗🏻‍♂️💪🏽💙 #URL#",Hope,Generalized Hope
"Siendo totalmente sincero, hay personas que no veo desde hace mucho y algunas que no tuve la oportunidad de conocer, al menos de la manera que yo desearía, pero que mantengo contacto por aquí a diario y las amo con locura.",Not Hope,Not Hope
"Y me quedé esperándote, no podía creer lo que esas voces decían. No era posible que solo yo mantuviera esto a flote… pero, me quedé esperando en un acto vacío y un silencio ensordecedor.  Y así fue. Justo como mis voces lo predijeron. Ya no queda nada.",Not Hope,Not Hope
#USER# No creo que suceda. Master System fue residual en Japón (su último juego fue Bomber Raid 1989) y Norteamérica (su último juego fue Sonic 1991). Solo funcionó en Europa y Brasil.,Not Hope,Not Hope
#ANicolasLeDigo QUE SU PAPITO LO METIÓ EN ESTA PORQUERÍA Y NO ESPERE QUE LO SAQUE...OBVIO ES UN GUERRILLERO Y SABEMOS COMO ACTÚA...Y SABEMOS QUE NADA NI NADIE LE IMPORTA NI LE IMPORTARÁ... #URL#,Not Hope,Not Hope
Solo estoy deseando que acá el público se comporte para evitar un mal momento 😵‍💫,Hope,Realistic Hope
"+ se levanta ella y yo re asustada le cuento, se va conmigo a mi pieza para escuchar, sigue el personaje tirando piedritas y ella empieza a rezar cerca de la ventana, para un rato lo de las piedritas y después con todo de nuevo, ahí ella también se caga todo y va a despertarle +",Not Hope,Not Hope
Volví a laburar después de las vacaciones y  ya entré deseando que se corte la luz en la oficina.,Hope,Unrealistic Hope
Que hermosidad de gato 😭 soy mas de perros pero como desearía tener este gato :( #URL#,Not Hope,Not Hope
IBAS A SER TAN HERMOSA PRECIOSA TE REZO WHAT A WOMAN 🛐😍🥰🥺🥺🥰🥺 #URL# #URL#,Hope,Generalized Hope
"Ya salió la canción del año. ¡Demi te amo, a ti te rezo! 🔪🔥 @ddlovato #USER# #USER# #Scream  #ScreamMovie  https://t.co/VSQS0LdSb6",Not Hope,Not Hope
No les a pasado que quieren comprar algo y automáticamente las redes sociales les lanzan publicidad sobre ese producto que quieren comprar? 😕 Con más razón creo que nos espían mediante redes sociales.,Not Hope,Not Hope
RT #USER# Estoy deseando que llegue la Feria del Libro de Madrid para volver a ver a Nerea Delgado y a Loreto Sesma.,Hope,Realistic Hope
#USER# #USER# #USER# Admira su coraje y su esfuerzo Embajadora en verdad esta Gente que gobernaba antes solo de paseo iba y a robarle al Pueblo.. Su Cargo vale Oro porque usted lo hace valer .,Not Hope,Not Hope
"#USER# #USER# Sisi? Uy papi, espere el día sin iva entonces",Hope,Unrealistic Hope
"#USER# El ejercicio es válido, pero si se hace completo.  Está claro que un británico pagará menos en comida como % de su sueldo que un Chileno.  Pero transporte yo creo que paga x3 o x4. Arriendo harto más también. Así como también energía, servicios, etc.",Not Hope,Not Hope
"#USER# #USER# Disculpe, otra pregunta, ¿desearía participar en una posición electiva? Se me olvidó hacerle esa antes de concluir con algo que todos sabemos.",Not Hope,Not Hope
#USER# Creo que pone en 3 días en el juego,Not Hope,Not Hope
; Jesus. Si que has dormido. Al menos has recuperado el sueño perdido. #URL#,Hope,Generalized Hope
"Apenas el 2 de octubre 2022 #USER# rendía protesta, orgulloso, como ""magistrade"" del #USER# hoy, como muchos otros, está dispuesto a abandonar el cargo que juró cumplir, ante el anhelo de ser consejero del #USER# lista está llena de aspirantes... a chapulines. #URL#",Not Hope,Not Hope
Ojalá no hubieras ido y así no me hubiera rebajado tanto 🧙‍♀️,Hope,Unrealistic Hope
"Recordatorio: vale la pena esperar pacientemente a una persona que quiera estar presente contigo, que te demuestre amor y respeto, que tenga los huevos para estar a tú lado!",Hope,Generalized Hope
"#USER# Dejen de anhelar a Bukele, ese es harina de otro costal. A pesar de lo efectivo que son sus métodos, será juzgado por delitos de lesa humanidad. Cambien el chip, ganen las elecciones y dejen de hablar tanta mierda. Uribismo malparido. #URL#",Not Hope,Not Hope
#USER# Pedían balón de oro para el hace unos días 😂,Not Hope,Not Hope
#USER# #USER# No lo creo. Eso lo dice Luis te miente león y no le creo ni el 🅿️adre Nuestro,Not Hope,Not Hope
Llegar a casa y que me espere mi bendición no tiene precio 💙,Hope,Unrealistic Hope
"A pesar de todo creo que Naomi y Adrián saldrán juntos, pero vamos, que ella ha sido ver un beso suyo y se ha desatado a lo grande. Lo estaba deseando y al novio en la siguiente hoguera le termina de dar un jamacuco #LaIslaDeLasTentaciones7 #URL#",Not Hope,Not Hope
Ojalá tener 365 días al año este puto clima y temperatura el puto día de la marmota con este solecito joder es que lo noto hasta físicamente y mentalmente ya ni hablo ☀️☀️☀️,Hope,Unrealistic Hope
"Que con su existencia, salvo la mía, y que desearía poder hacer algo o todo para verlo feliz. No creí amar tanto a una persona como lo amo a él.",Not Hope,Not Hope
#USER# Señor #USER# ahí le está fallando la comprensión de lectura.  No dice lo que usted desearía.,Not Hope,Not Hope
"#USER# estimados, buenas tardes, su servicio es pésimo del agente vitural, me hace perder el tiempo... porque deseo cambiar el correo electrónico para que me llegue cada mes la planilla del agua... Espero, su gentil respuesta y pronta ayuda... Anhelo cambiar el email.",Hope,Generalized Hope
"▪️ FICHAJES  Esteban Paz asegura que el mercado no está cerrado para LDU, pero que el arribo de un 9 probablemente tenga que esperar para la segunda etapa.  — Info de Fútbol Ecuador #URL#",Not Hope,Not Hope
desearía no querer afecto pq así me ahorraría muchas cosas,Hope,Unrealistic Hope
"Estamos esperando el siguiente ataque contra nosotros de destrucción, pero si se produce colgaré el total de pruebas y algunas no las he contado, que demuestran cositas interesantes y curiosas. Mi familia en España también está informada.",Not Hope,Not Hope
"Y sinceramente espero cobrar a finales de este mes o en abril, porque ya le dije a la abogada la semana pasada que me estoy cansando de esperar a que el cabrón de mi jefe ME PAGUE LA BAJA. Enero y febrero. No sé a qué juega, pero desde luego no es legal lo que está haciendo.",Hope,Realistic Hope
"Vaya, qué cita tan lamentable. ¿Estás tratando de lograr algo con eso? Estás intentando decir que todos los cristianos son ilógicos, lo cual me parece simplemente ridículo. ¿No te das cuenta de las grandes mentes que proclamaron su fe en Dios? Además, ¿es esa la imagen que quieres proyectar de ti mismo? Qué gran persona que difama religiones. ¡El gran ateo en persona! ¿Podrías explicar por qué piensas eso?",Not Hope,Sarcasm
#USER# bue. día ojalá a se te haga realidad Dreams come true 🥰🥰🥰,Hope,Generalized Hope
"#USER# Ojalá la gente lo respete, la verdad es que anoche habían varios circulando por ese tramo indiscriminadamente y a alta velocidad. Entendiendo que pudo ser por trabajos en la vía, es importante recordarle a la gente que esa vía es EXCLUSIVA y bajo qué estándares se puede usar.",Hope,Generalized Hope
#USER# #USER# Bueno fuese que haya dejado de serlo. Lo hilarante es que “cholos se cholean”   Ojala si nos llegara al maso pero ahi se ve al régimen saliendo a hacer su berrinche y sacando al embajador porque no le gustó que le dijeran sus verdades 🧐,Not Hope,Not Hope
"Parece que algunas personas aquí no están al mismo nivel de inteligencia. Parece que tú y Chester lo entienden ahora, así que eso es bueno.",Not Hope,Sarcasm
Desearía tener un poco de maldad en mi corazón pa q algunas cosas no me afecten tanto,Hope,Unrealistic Hope
"Nunca pensé q esta vez si osea ayuda osea oSEA AHHH gente, estoy en shock pq tipo, una cosa era anhelar y tdo y otra q ya me dieran la plata, mannnn",Not Hope,Not Hope
"También como es de esperar, os comparto unas de Aloy.  Aloy Nora: Bosque de Meco Aloy Oseram: Playa de dunas Huelva  Cualquier sitio es bueno para lucir vuestros #CosPlay5 🔥💪🏻😊❤️✨ #URL#",Hope,Generalized Hope
enzo perez rezo todos los días porque sigas en nuestro club,Hope,Generalized Hope
"#USER# #USER# #USER# La verdad, creo que saldrá a retiro.. y lo mismo espero suceda con la #USER#",Hope,Generalized Hope
"Tengo que enterrar ese pasado Esperar que un despojador devuelva lo que no le pertenece no se acostumbra en este platanal #USER# Vendetta sera entonces por mi propia cuenta,no formare grupos paramilitares pero algo haré por encima mio nadie pasa! PINTO",Not Hope,Not Hope
Cuba: el sueño mojado de la *GENERACIÓN IDIOTA* | Agustín Laje #URL# via #USER#,Not Hope,Not Hope
"Me quedé con las ganas de Abrazar a #USER# y a #USER#  Ojalá en su regreso a Uruguay tenga la oportunidad de cumplir mi sueño porque ellos son la razón de porque todavía sigo creyendo en el amor, son mi luz en el camino.",Hope,Realistic Hope
"Deseando una noche reparadora, para tener una semana de éxitos y cosas buenas. #BuenasNoches 🤗✨🤗😴😴🤗 #URL#",Hope,Generalized Hope
creo que nunca había estado tan nerviosa como hoy haciendo el speaking,Not Hope,Not Hope
Les juro que lo único que anhelo en este momento es bajar de peso,Not Hope,Not Hope
Que el sueño de la casita propia nunca se vaya♥️,Not Hope,Not Hope
#USER# desearía pero ya empecé mi ayuno :c termina a las 8:20 de mañana... igual muchas gracias!!,Hope,Generalized Hope
"Bueno, espero que sigan reforestando el bosque. Pero el hecho de que no haya ninguna razón para el cambio no significa que las cosas no vayan a cambiar. Tampoco significa que las cosas vayan a cambiar, claro. Por cierto, ¿este hilo es sobre problemas ambientales o problemas de matemáticas?",Hope,Sarcasm
"#USER# Está súper linda la idea, pero creo que con la franja sólo un pelín más ancha podía permitir que el tatuador definiera un poco más la fecha y se viera más estético, igual está lindo el significado",Not Hope,Not Hope
"Mi gente bella les deseo  una bendecida noche Que la luna ilumine  nuestros sueños,  trastocando  las dificultades  y enfermedades  como mariposas  en un infinito andar A soñar bonito  hasta donde sea posible 😇🙏😇💤🌜☄🌼🎈 #URL#",Hope,Generalized Hope
"Espero que estés bromeando, de lo contrario, te sugiero que veas a un psiquiatra lo antes posible. Las personas son más importantes que los animales. Puedes gustarte los animales, puedes incluso amar a los animales, puedes no querer comer animales, pero cuando empiezas a pensar que son más importantes que los bebés, tienes problemas serios.",Hope,Sarcasm
Deseo con toda mi alma que la sorpresa que tiene preparada #USER# para el 8M sea presentar su DNI mujer. #URL#,Hope,Realistic Hope
"#USER# Ojala sea así Alejo, nunca mas K ni en el país ni en Boca !!!",Hope,Generalized Hope
"#USER# Recuerdo cuando hablamos de feminismo tenemos ideas diferentes sobre el trabajo sexual, el porno, la gestación subrogada, el papel del estado... aunque coincidimos con la Ley trans, libertad de vestir... (Soy anarcofeminista y creo recordar que tu radical)",Not Hope,Not Hope
"#USER# #USER# La felicito por su labor, le deseo mucho éxito 😘",Hope,Generalized Hope
#USER# Lo dije por que ustedes mismo lo dijeron el decidió donarles la cuenta si es decisión de el yo lo respeto pero si hubiera sido algo que no estuviera a conciencia de él sería todo lo contrario hubiera una luz de esperanza a que el regrese,Hope,Generalized Hope
#USER# Ojalá no haya tenido consecuencias graves… para el burro. Y que más bien le haya roto la pierna a ese animal.,Hope,Realistic Hope
Desearía mucho tener una varita mágica en estos momentos jaja,Hope,Unrealistic Hope
"Hace mucho que no voy a un baile, ojalá que todavía pongan duranguense.",Hope,Realistic Hope
#USER# Si lo apoyo y desearía hubiese más Bukelele en latinoamerica.,Hope,Unrealistic Hope
#USER# #USER# No me ha pasado y rezo para que no me pase 😟,Hope,Unrealistic Hope
#USER# #USER# #USER# #USER# El anhelo de ser como bsc siempre fue de ustedes ligay Nosotros somos el rival de toda la vida de Barcelona jamás Emelec copió nada a bsc  si no miren su estadio que es una maqueta del monumental Inventan clásico con bsc Le copian a la sur oscura 😆😆😆😆😆😆,Not Hope,Not Hope
"#USER# Ojala verlos juntos a todos nuevamente, fue increíble como interactuaban todos",Hope,Generalized Hope
#USER# Ni de los filtros hepa! Tienen que llevar toda la liturgia del queso ese y rezar 3 avemarias para estar tranquilos. 😅,Hope,Generalized Hope
#USER# La ley del Si es Si es un coladero y no x culpa de los jueces sino de quien hizo la ley (ministra de Igualdad) de quienes la aprobaron ( congreso) echar toda la culpa a los jueces es pura demagogia y manipulación.  Que esperar de ti Tomas Casas.,Not Hope,Not Hope
os mandaria a limpiar escaleras o a cultivar el campo para que echeis caracter o se os acorte la esperanza de vida las dos opciones me valen,Not Hope,Not Hope
"¿Qué pasa con todos esos óvulos que no fueron fertilizados? ¡Simplemente desperdiciados, completamente desperdiciados y olvidados! ¡LA HUMANIDAD! ¡OH DIOS!",Not Hope,Sarcasm
"#USER# Acabo de sentir algo en mi corazón. Por un lado, un profundo odio y por el otro, una esperanza de que no todo está perdido, si existe al menos un ser humano con buen corazón. Malditos HDP!",Hope,Generalized Hope
Pero ojalá las actrices dejen de operarse la cara porque parecen hologramas.,Hope,Realistic Hope
Linda #USER# 🌹le deseo que tenga un gran y exelente comienzo de semana cariños un abrazo desde #LosAndes #USER# 🥰💙😘 #URL#,Hope,Generalized Hope
