text,binary,multiclass
#USER# #USER# So you don’t think working class people should aspire to run successful business or leave the country? You think travelling to a foreign country is ‘elite’? You need to get out more.,Not Hope,Not Hope
"✎ again, I hope you have the best day every, although I wish this everyday for you, because you deserve nothing less. I've prepared some things for your birthday, I'll present them later and I sincerely hope you're gonna like them.",Hope,Generalized Hope
As I get older the desire for men keeps shrinking. I think I’m about to finally admit I’m gay 🤷🏻‍♀️ #URL#,Not Hope,Not Hope
#USER# hope u dont become a popsicle till u stop saying stuff u shouldnt 🤭,Hope,Unrealistic Hope
"#USER# No. Just because leverage isn’t for you, you can’t control others desire to do that. You learned your lesson, so get your keys locked up in a dark safe.",Not Hope,Not Hope
"#USER# A want is a desire, a need is a necessity. Abortions are needed and necessary.",Not Hope,Not Hope
"Good night all..
Hoping to wake up with a goodnews..😁

💦 Joy Within
💦 0.05 ETH
@opensea #USER# #USER# #USER#",Hope,Generalized Hope
"I thought you'd be happy. I mean, hell, it'd mean we were in church, no?",Hope,Sarcasm
"Wow, a thread that treats me like a XXXXX by spewing absurd propaganda at me, that's compelling and wins my sympathies. Well done old chap.",Not Hope,Sarcasm
"“My name is Lin and i’m here to say
The Electoral Count Act is the only way
Congress needs to fix this right away
Only punks’ll wait on DOJ”",Hope,Unrealistic Hope
God’s presence is the most amazing &amp; richest spot/space that you can be in in this universe. I can’t live without God’s presence. I yearn for it. If God’s presence was only felt inside a dumpster I’d live in that dumpster. I feel uncomfortable &amp; poor without his presence.,Hope,Generalized Hope
#USER# The type of relationship to which many of us aspire. Makes one appreciate it when it occurs and even more when it is gone. Condolences. Still can't believe he's passed. He was so kind on Twitter.,Not Hope,Not Hope
Desire said my next bday we going to California I said who taking u there she said u cause we going to SHEIN it’s a SHEIN out there 😩🤦🏽‍♀️,Not Hope,Not Hope
"""This is the best I've ever been, I ain't even started trying for real.
This body count is amounting up to a mountain, my environment is ill. 
This a cliffhanger, I got the eagle eye on the kill.
I'm living in my peak, you really wanna die on this hill?""",Not Hope,Not Hope
"#URL# (YFI) Token Spikes 100% in Week: Possible Reasons

#CryptoNews #Crypto #Cryptocurrency

Follow to be up to date with the latest #CryptoNews

https://t.co/qkwXs12RwN",Hope,Generalized Hope
"#USER# #USER# #USER# #USER# ...but also now I'm hoping the date moves, because I couldn't make the 6th!!!",Hope,Realistic Hope
"#USER# #USER# #USER# #USER# So are we looking at an ROI from the gas fees  (which are insanely low) as we stake to provide liquidity? I get that we are hoping for the price of XDC itself to go up, but primarily, is it the staking that will be our entrée, And price will be the side dish? Respectfully I ask..",Not Hope,Not Hope
"I’m honestly better off alone. No one ever needed me, nor will I expect them to keep holding my hand when I’m at my worst.",Not Hope,Not Hope
"#USER# #USER# Not hoping, just expecting it since tons of online posts specifically said groups should do that",Hope,Realistic Hope
"Andy Vermaut shares:‘Partridge Family’ star Danny Bonaduce opens up about his mystery illness: ‘I was hoping for a diagnosis’: Danny Bonaduce, a former child star, has been on… #URL# Thank you. #ThankYouJournalistsForTheNewsWeGetFromYou #AndyVermautThanksYou #URL#",Hope,Generalized Hope
"i think you're not understanding me. skin color is genetic. you are saying the skin color represents genes. ...we're arguing for the same thing. i know, i'm shocked.",Not Hope,Sarcasm
"""Hopium"" is the eternal addiction by gun grabbing anti Constitutionalists to hope they can change the Constitution so all their laws and ideas will be adopted. Note I marked your spelling mistakes. Any excuses other than lack of an education?
",Hope,Sarcasm
And here the assi once again refuses to respond to a valid post as he personally insults a member who shows more intelligence and wisdom than he does in every post COBHC writes. And this coming from a guy who is barely out of his teens himself. Hypocrite much assipiter? emoticonXRolleyes,Not Hope,Sarcasm
P13 (I think) #USER# in the #USER# Truck Series. Today just wasn’t our day. From winning at ‘Dega to spinning on my own more times than I can count. Looking forward to some dirt track racing. 👍,Hope,Realistic Hope
"Millennials and Gen Z I believe for the most part were raised by one of the most emotionally absent/emotionally unintelligent generation. 

This is why parental estrangement and strained relationships are very common amongst us. #URL#",Not Hope,Not Hope
#USER# Inshallah he’s leaving. I want them to cryyyy more and more until they can’t no more,Not Hope,Not Hope
"#USER# #USER# #USER# #USER# I bet you never thought you'd yearn for the days of Bush either, huh?

Go back and check his actual policies compared to what we'll have here by the end of Biden's term.
I dare you.",Not Hope,Not Hope
"#USER# I swear man, it's like everyone is on idiot pills. First, people believe count dankula is a real justice, and people can't recognize obvious sarcasm.",Not Hope,Not Hope
#USER# #USER# #USER# Every day we discover from their statements . How low these people are. It will be a real win situation for SilHal leaving EMANET FOR GOOD .. Damn the production. Damn the writers . Damn you All. ❤️‍🩹. Allah will show you very soon what his real Justice looks like. Inshallah..,Hope,Generalized Hope
"Frustrated with his lack of minutes having only been given a real chance in cup competitions, Eddie Nketiah was reluctant to extend his stay at the Emirates Stadium, despite his manager Mikel Arteta publicly expressing his desire to keep him.  #URL# #URL#",Not Hope,Not Hope
"I aspire to have a body like JJ Watt, but admittedly don't want to do the work to get there...

Anyone have any extra wishes in their genie lamp?",Hope,Unrealistic Hope
"#USER# You're a funny guy and with better instincts than other would-be leaders of the youth, but these kids obviously will not ever be getting organizational answers from you.  When they grow older, they come to me and yearn to forget about your lazy type, which they once also were.",Not Hope,Not Hope
"#USER# Thinking for yourself does include taking in new information and changing your opinions.

I am hopeful that you will grow to change yours.",Hope,Generalized Hope
"I hope the guy that tried to insist on having sex with me without a condom without asking me if I was on any kind of birth control and barely knew my name, is posting about the overturn of RoeVwade 🙄🙄🙄",Hope,Realistic Hope
"I think you're VERY mistaken.
I'm not a republican. Nor a democrat.
Never been registered as anything other than 'independent'.
I'm such because I think.
Unlike a party parrot that you seem to be yourself.
Since I'm neither...who the hell can ""I"" be in the minority?
Must be your biggoted knee-jerk reaction to think that anyone who doesn't think like you and slurp the Flavor Aid is the opposition and as such must be in the 'enemy party'.
And you are a hater because you verbiage is hate filled, caustic and ever insulting. And not in a funny, jestful way but full of vitriol and bile.",Not Hope,Sarcasm
"The Best Days of the Year are Soon Approaching InshaAllah!

“Ten Points Regarding the First Ten Days of Dhul-Hijjah” [Revised]

Compiled and translated by Shaykh Uways At-Taweel #USER# حفظه الله 

Read and share with others

#DhulHijjah #URL#",Not Hope,Not Hope
"#USER# #USER# #USER# Since there are about 20 million assault rifles in the USA, if the only purpose of them is to murder people, I would expect a LOT more murders than there are.",Not Hope,Not Hope
#USER# The Supreme Court would still overturn it. I expect you to know these things as a journalist.,Not Hope,Not Hope
"#USER# #trade mission concludes in London
U.S. representatives hopeful to build upon strong existing #ag trade relationship with the United Kingdom.
https://t.co/et7NtpbbYe",Hope,Realistic Hope
"So, no actual source. And Hannity and Colmes? Yeesh, you might as well quote Limbaugh or Coulter or O'Reilly. They're all equally ""fair and balanced"".
And the kindergarten ""sex-ed"" was age appropriate. Congrats, you've bought a lie. 
",Not Hope,Sarcasm
"The outgoing admin succeeded in demonizing the color yellow but failed to anticipate that pink will be the new color of hope and decent leadership! Thank you, VP Leni! 🌸",Not Hope,Not Hope
/ idk if I want roxy to have a love interest as she doesn’t believe in love which is kinda sad if you think about it.,Not Hope,Not Hope
"One year ago today, I was so happy, thankful and hopeful… today I feel even better
I am so thankful to God for everything!!!!!
Cheers to Summer 22!
Enjoyment must finish me and that’s on periodt… purrr 💁🏽‍♀️💅🏽 #URL#",Hope,Generalized Hope
"#USER# #USER# #USER# #USER# In this situation it would. If it’s a 3-0 count with a runner on first, then it’s probably better to just walk him. If it’s 0-0 with two outs in the ninth, you don’t want to move the runner to scoring position, but once first base is open, they deemed it the best move.",Not Hope,Not Hope
"#USER# I started listening to your album,because my dauhter is a big fan now I am a fan as well. Hoping to see you in concert . Bills Vs The Weekend Concert ???",Hope,Generalized Hope
"i obfuscated nothing. actually, it's not 'different' at all in that there is nothing in the gay article that is shown wrong or incorrect. so much for your 'obfuscation'... and predictably, absolutely no link from you... what have you got to hide? considering the typical rampant fraud committed when christians attempt a lot of these 'petitions' against civil unions, i'm not surprised there were some recognized as invalid. here is a video on the techniques that were used in massachusetts. http://www.youtube.com/watch?v=smgua...eature=related",Not Hope,Sarcasm
#USER# rise and shine nay 🌞✨ hwaiting for today! don't skip your breakfast yaa 🥗🍽️ wish u going well for today activities and have a joyful day &lt;33,Hope,Generalized Hope
"Good- we were tired of you not responding or saying, ""it isn't worth my time.""",Not Hope,Sarcasm
"Three things are necessary for the salvation of man: to know what he ought to believe; to know what he ought to desire; and to know what he ought to do.

- Thomas Aquinas

✨ DonKiss Family ✨
#DonKiss | #KissesDelavin",Not Hope,Not Hope
"#USER# I’m a Jew &amp; agree with the decision.  This coach would pray after the game, in private.  He never asked anyone to join him, &amp; if people did join him, they did so voluntarily. If you davened after a game, people will look at you, but your civil rights will not be violated.",Not Hope,Not Hope
"#USER# It is what they do. America has a white problem. Whites who yearn for the days of slavery, yearn for the days where the woman’s place is in the kitchen. They love this shit. After all, having a black president is what really ticked them off.",Not Hope,Not Hope
"#USER# One might anticipate worse from a guy with a shoe stock and welder's gloves,  but he pulled it off not half bad 🙂",Hope,Generalized Hope
"#USER# It could be worse. You could be that gospel band that, for the slightly delayed  processional for a ""contemporary"" Anglican Choral Eucharist, chose Larry Norman's, ""I Wish We'd All Been Ready""",Hope,Generalized Hope
"#USER# Once again, wrong. I know two churches within 20 minutes of my house that help pay rent, buy groceries and help pregnant women if they decide to keep their babies. Stop lumping every person into the mold you believe they fit into.",Not Hope,Not Hope
#USER# I wish they would make a mobile game similar to this. Card games are stupid with repeated moves.,Hope,Realistic Hope
"""Being forty days tempted of the devil. And in those days he did eat nothing: and when they were ended, he afterward hungered."" ~Luke 4:2 #Hope #God #Bible",Not Hope,Not Hope
"#USER# #USER# #USER# #USER# #USER# I'mGhost on the Dance floor is the first I canthink of, I don't remember what opened California and I don't own enama, would Caracell count? since it's on their greatest hits?",Not Hope,Not Hope
"#USER# Hey, what about Satanists?  They pray as well.

Hey, what about Atheists?  We pray to the void.",Not Hope,Not Hope
"Twinkle, twinkle, little bitch
Just another narcissist
Hate your guts, you make me sick
I'm so, I'm so over it
Twinkle, twinkle, little bitch
I wish you didn't exist
Tried to rip my life to bits
I'm so, I'm so over it #URL#",Hope,Unrealistic Hope
War tonight at 9 then hoping straight into fall guys (stfu) at 9:30 with #USER# Need however many more to make a group.,Hope,Generalized Hope
"Perhaps I should have used the ""sarcasm"" font. My bad. Was going for humor not unpleasantness.
Have yourself a peachy day.:)",Hope,Sarcasm
"You���re all sickos for being mean to Trump so much for the tolerant left ����

anyways George Floyd had it coming",Not Hope,Sarcasm
"#USER# Because in the short run, many many shortages appear to be caused by over population. And because we hate other people and wish they were dead. And competition.",Hope,Unrealistic Hope
"-have sex with you? . . .That wants to be close? Or is this something personal. . . .that you desire your self? That doesn't come with the 'job'- just comes with. . .wanting to know someone a bit more? "" 

She was still there, wrapped around him, even if it was VERY ODD TO HER. +",Not Hope,Not Hope
"I certainly didn't expect to hear #USER# talk about Ludacris on the broadcast tonight, but I don't hate it! #mntwins",Not Hope,Not Hope
"she recoils from it; she mourned herself long ago and is ready to embrace it.

What she DOES grow to fear however is what her death will do to her loved ones. Going from not caring at all to suddenly hoping the time she borrowed will last just a little longer - its complicated.",Hope,Unrealistic Hope
"#USER# #USER# The whole footy department is in the gun. I expect Blakey and Brady to probably survive, but that is purely a guess. The problem is once a major review is called, perceived half hearted response will cause even more angst. Noble only chance is full  player support, very doubtful",Not Hope,Not Hope
"#USER# #USER# Don't know much about libertarians, do you, Jody?

Here's a hint: we're against the State (and the Cavs aren't a State last time I checked), not for every bit of degeneracy people wish to partake in.",Not Hope,Not Hope
#USER# #USER# #USER# This is unmitigated pap - but you wouldn’t know that because like most leftists you probably expect the government to do your charity. So project more. Smh.,Not Hope,Not Hope
#USER# That is terrible Dom! I am so sorry! I hope you see a doc that will figure out how to help! Will they contact you? I was d/x cancer years ago &amp; so I am worried about that w/my throat also. Can't wait to have this MRI.,Hope,Realistic Hope
As I look outside I aspire to stare at darkness as I wonder what's to come next.,Hope,Unrealistic Hope
The Inda purpose is to anticipate the trends of the interior design and contemporary living. Creativity and originality are elements which identify the design of Inda For further details please contact- neil@mybathdreams.com                #bathroomdesign #mbd #bathrooms #inda #URL#,Not Hope,Not Hope
if I'm seeing you tomorrow I would hope you knew me 😂 — Stop playing around. You impersonating  #URL#,Hope,Generalized Hope
"#USER# Yeah, I believe this was a rumor from Jeff Grubb. Don't get me wrong...I would LOVE for it to be true! I've just been burned hoping for it so many times since the Switch launched lol.",Not Hope,Not Hope
"#USER# #USER# If the National Archives received the 17 boxes of classified documents Trump took home, they would have had to turn the documents over to the Jan 6 committee (per subpoena). Oh I pray, there is undeniable evidence that Trump and his allies are guilty of a coup and TREASON!!!!!!! ",Not Hope,Not Hope
"Chegg Unlock! Bartleby unlock!

UNLIMITED unlocks!
- 30 php for 1 hour
- Expect rush replies
- Perfect for real time quiz/exam

Open 2",Not Hope,Not Hope
And for some reason we do not believe a word you’re saying. And if it was a planned update you should have let every single one of your customers know. I am sure our information has all been hacked in our Social Security numbers are floating around somewhere,Not Hope,Not Hope
"Another victory for religious liberty from SCOTUS. 
6-3 in favor of protecting the right of Coach Joe Kennedy to 
pray after football games!!

Thanking God for the 2016 election!",Not Hope,Not Hope
"#USER# #USER# #USER# #USER# #USER# #USER# #USER# #USER# #USER# #USER# #USER# #USER# #USER# #USER# #USER# #USER# #USER# #USER# #USER# #USER# #USER# #USER# #USER# #USER# #USER# #USER# #USER# #USER# #USER# #USER# #USER# #USER# #USER# #USER# #USER# #USER# #USER# #USER# #USER# #USER# #USER# #USER# #USER# #USER# #USER# #USER# #USER# #USER# #USER# #USER# IDK, there's only 27~39 or so men left there (depending on how you count)",Not Hope,Not Hope
Oh please.. tell that to a bankrupt family of four who cannot pay medical bills...,Not Hope,Sarcasm
#USER# please im obsessed also hoping and praying s2 comes out before school starts again bc i could not handle having to wait until ive done 4 hrs of hw to watch it,Hope,Generalized Hope
"#USER# For someone who leaves [sic] a trail of broken relationships, he really does yearn to build things.",Not Hope,Not Hope
"#USER# #USER# it was a bad call, expect some off season rule changes this year to prevent this from happening again.",Not Hope,Not Hope
"#USER# Find a good emotional outlet. Prayer,  exercise, a hobby...a good book, a new recipe.  Don't let the upsetting thoughts control you, change the channel in your mind to something positive that makes you feel good and hopeful ✨",Hope,Generalized Hope
"#USER# #USER# #USER# I don’t know who that is. But if she behaved inappropriately around children, then she’s no better. See, I don’t care who the person is or what they believe. As soon as they start crossing the line with kids, they’re scum in my eyes. Nice try though",Not Hope,Not Hope
"#USER# Hey Wrel, trying to get an issue resolved with Customer Support. Ticket #1102828. I normally wouldn't tag you for this, but hoping you can lend some weight to the request. It's a simple one. Reassigning an Outfit tag from an Outfit that hasn't been active in 8 years.TY",Hope,Generalized Hope
"#DivinePlayAtMaghar
On this, Kabir Saheb expressed a desire to take a bath in the flowing water. Bijali Khan replied humbly. ""There is no flowing river in the near vicinity and the only river Aami has dried up due to the curse of Lord Shiv.

Kabir is God",Not Hope,Not Hope
#USER# I pray he has a loving personal visit from our precious Lord and Savior and seeks medical help or has supernatural healing to then witness to his change!,Hope,Realistic Hope
"#USER# She's hoping for The Purge.

I have no idea why she thinks she'd be one of the hunters instead of the hunted.",Hope,Unrealistic Hope
glad to know you bring spelling into this. Shows where you are in the argument. And where did the life saving question come from?,Not Hope,Sarcasm
"One of the problems of the world is that people pick their partners not because they think they are the best thing for them but because they think the partner is the best thing for themselves. 

That's not love; that's selfish desire. 

When did that start being seen as love?",Not Hope,Not Hope
U think its a flex to spend over hundreds of dollars on a song😭 Mass buying a song doesn’t count try again #URL#,Not Hope,Not Hope
👍 on #USER# Kevin Durant Joins the Trail Blazers! | NBA 2K23 Concept Graphics + MY WISH LIST (on description) #URL#,Hope,Generalized Hope
"so no, i don’t believe you when you tell me we will be just fine. we haven’t been fine here for a while.",Not Hope,Not Hope
"It’s not complicated as being portrayed. In a designated place each denomination can a have allotted time to pray at Lunch break. No issues, we all did in harmony and respect? #URL#",Not Hope,Not Hope
"#USER# #USER# #USER# #USER# Oh. My apologies, i forget there are people younger than me on here, im used to most 🇺🇦 people being past their mid-life. Give it 4-8 years and youll understand. I earnestly believe you saying youve changed. It doesnt work like that for them. Biden doesnt need to wait",Not Hope,Not Hope
"If you owe me money, I expect every post on here to be about struggling 😒",Hope,Unrealistic Hope
"Once seen as one of the league's next best aces, is Dinelson Lamet still someone to remain hopeful for?

@CCres_26 breaks down the former All-Star hopeful to see if there's any optimism left.

https://t.co/9B0pWLK6lv",Hope,Generalized Hope
"there was this overflowing desire in him to submit to the dom in front of him. izuku wanted to deny it but his every inch burned with the overwhelming want to be dominated. he could feel his pants straining, his breathing short, his skin flushed.",Hope,Unrealistic Hope
"#USER# #USER# Often people are not aware of misinterpretations I think, UNTIL something is left “incomplete” in the neurotypical’s mind. I was trained to anticipate so I look for additional things to do but I have to ask them permission to do it &amp; end up annoying them w unnecessary questions",Not Hope,Not Hope
"tw // nsfw 

i did not expect anyone to genuinely find me attractive w the way i look now and i know he only wants a fwb so as excited as i am abt someone liking me … thinking about exposing my body … this should’ve happened at my gw idk i’ve been feeling weird all day",Not Hope,Not Hope
On my way to have a drink w my granddad and my mother wish me luck 🫤,Hope,Generalized Hope
#USER# Makes me yearn for the pic of the before dinner drink or after dinner dessert,Hope,Unrealistic Hope
#USER# Did you anticipate and/or have any influence over his evolution as a character into the far more snarky and 4th wall breaking persona that he developed once others took the reins?,Not Hope,Not Hope
"Giggle and eat Taco Bell is exactly what I desire from a high. That intense, can hardly function shit is not it. #URL#",Not Hope,Not Hope
I love leaving the doctors office in tears. I need this kid to just decide to leave my body so we can be done and home together.,Hope,Sarcasm
so many people in my life just expect me to take care of them and it just.. somehow never stops surprising me?,Not Hope,Not Hope
#USER# #USER# ITS OKAY THEY WENT INACTIVE FOR SO LONG THAT WE DIDNT EXPECT ANYTHING,Not Hope,Not Hope
#USER# #USER# #USER# #USER# #USER# #USER# #USER# #USER# #USER# #USER# #USER# I like Very much what #USER# is doing i hope you provide the best For all ecosystem.,Hope,Generalized Hope
i miss having hopediah as my icon but part of the thrill is the anticipation of seeing him again and i cant yearn for him if i look at his face every day,Hope,Unrealistic Hope
#USER# The second Muslims start wanting to pray the Supreme Court will realized they messed up and will reverse themselves 🤣🤣🤣,Not Hope,Not Hope
"#USER# Not sure, I believe she's still canceled but it's more like a ""stan the music not the artist"" thing 🤷🏽‍♀️",Not Hope,Not Hope
#LAKESHOW GREAT SHOW!  InshAllah we can do it 4 Kobe again #USER# #USER# #USER# sign on the dotted line jeanie #USER# we got trophies to chase #URL#,Hope,Generalized Hope
"I believe the world is changing in big ways that haven’t happened before in our lifetimes but have many times in history, so I knew I needed to study past changes to understand what is happening now and help me to anticipate what is likely to happen.  #URL#",Hope,Generalized Hope
"#USER# This might be interesting. I believe JT has been jetting to Europe so much simply because he sees himself as more European than North American, and he is posturing for a UN job, or some dopey EU posting. I don’t think his conniving self can say no to these guys. Nor should he tho",Not Hope,Not Hope
"it feels like nothing’s different
but everything has changed
and when i yearn for art, i find
the canvas empty and grey",Not Hope,Not Hope
Not in your droll mind it hasn't that much is clear king trident... Why don't you go hunt some tuna or something...,Not Hope,Sarcasm
"#USER# I believe 2022 will spell our doom to theocracy and authoritarianism if we dont halt them then and there. 2022 is even more consequential than 2024. I am hoping, praying, phone banking, letter writing etc for for a massive and historical Blue Wave of voting.",Hope,Realistic Hope
"Fantastic #FordFireworks Weather, Then Chillier Overnight | #URL# | #miwx #detwx #ExpectMore | Where are you? What is the #weather where you are? | #USER#   #URL#",Not Hope,Not Hope
#USER# #USER# #USER# She wrote her album at 17 years old after the one and only heartbreak she ever had. Do they expect her songs to be that of a 30 year old who has experienced much more life? Let a teenager be a teenager lol.,Not Hope,Not Hope
#USER# This ruling from the court didn’t say anything about teachers leading children to do anything. It simply stated that the coach was free to pray when and wherever he chooses. Why you have to lie ? Unbelievable,Not Hope,Not Hope
"#USER# #USER# #USER# #USER# #USER# #USER# #USER# #USER# #USER# #USER# #USER# #USER# #USER# #USER# #USER# 🐶Thank you for the shoutout!
😺We hope you had a great weekend!
😼We wish you a happy, safe and productive week.",Hope,Generalized Hope
"#USER# #USER# Pizza, huh 🤔? Been waiting years for it. I give Charlie Brown a better chance at kicking the football than an actual pizza showing up. But we’ll keep hoping.",Hope,Generalized Hope
"Do you count in your head when you're sipping on water, scratching an itch, etc etc or are you not neurotic?",Not Hope,Not Hope
"I know my success will make a difference &amp; create more job opportunities in coming 5 years InShaAllah.
For now let me be your cake plug, celebrate with cake and taste one of the tastiest cakes you`ve had in your entire life! 
When You Think of Cakes, Think of Minat Bakery
#cakes",Hope,Realistic Hope
"I only want money n I can make that myself… why do y’all expect me to kiss y’all’s ass? 
I don’t speak first unless we have a built up rapport. Y’all don’t think about shit like that so why should I speak when we have nothing in common? 
IM NOT!",Not Hope,Not Hope
"#USER# #USER# #USER# Players/kids are always pressured to go along with sanctimonious people like this. If this coach simply wanted to pray, he could have done so quietly. Instead he forced it upon his players. 
Way to go SCOTUS - another stellar decision elevating church over state 🤯",Not Hope,Not Hope
"#USER# And when a prayer rug is on your school supply list, you will feel just as happy, no?   Also, I can count the babies, the number is zero, because they are fetuses.",Not Hope,Not Hope
"In a few days, I may begin my following adventure, clean and safe and organized, wish me luck ;) your getting a new friend.",Hope,Generalized Hope
yearn!skeppy made this to skip over the talk in the upcoming chapter 9 to just get straight to the point no muffins anymore #URL#,Not Hope,Not Hope
"Of course God would have something to offer to lowely peon, but that doesn't explain what use God has for lowely peons, except for doing stupid pet tricks.",Not Hope,Sarcasm
Protesters are picketing about keeping children ALIVE. They’d rather murder them with abortion😢😢😢😢😢. Corporate America wants you childless So that they can have workers they can count on. Employees with children demand higher wages The labor cost soar. These employers do it #URL#,Not Hope,Not Hope
#USER# #USER# #USER# #USER# He ain’t never lied. We all yearn for the days of the radical Republicans to come back.,Hope,Unrealistic Hope
#USER# So a dictatorship. You’re describing a dictatorship where nobody can stand or even vote against your laws? Nicely done. We’ve become so braindead we yearn to be completely and totally subjugated.,Not Hope,Not Hope
"#USER# #USER# Awkwardly mousing over his name and hitting unfollow by accident and panic refollowing and hoping no one notices.

😅 did all of these get voiceovers?",Hope,Unrealistic Hope
"#USER# InshaAllah  in future,  if Allah will Imran Khan will prove the win",Hope,Generalized Hope
"#USER# #USER# No one is saying women don’t have a choice. It’s now back to the states, and everyone that’s wants an abortion should pay for it, don’t expect the government to fund it.",Not Hope,Not Hope
"#USER# #USER# #USER# This is how good Lebron’s comp was 

The ONLY truly good team he ever played was the LD warriors. And he LOST so it doesn’t count. 

LeBron played 0 HOFs &amp; practically no all nba players for 8 straight finals runs on the east. Soft comp. Luka already played more conference allNBA #URL#",Not Hope,Not Hope
"#USER# #USER# You do know the very first slave owners in America were Black owners not white people. I believe all people should be free but Disney believes the opposite that's why they live China cheap labor forever huge profits.
Boycott Disney.",Not Hope,Not Hope
"Come to England and Ill meet you sugarplumemoticonXBye
You linked all those other abberations( although that is rich coming from a sexual deviant) together with homosexuality you dirty old man.
We were talking about homosexuality in ANIMALS pothead but you keep insisting its about HUMANS ( read the caps) and then changing the subject to you and Mrs Poet....try to keep up !
You mince..no doubt about itemoticonXChicken",Not Hope,Sarcasm
"One day, we'll get what we yearn for. The OKE-OGUN STATE!!!

Ebedi to the world #Iseyin #URL#",Hope,Generalized Hope
"#USER# Here's hoping that should he make the 53 man roster, Alim McNeill swaps jersey numbers with him.",Hope,Realistic Hope
"I honestly can't believe Twilight Princess is a Gamecube game

Aside from some low quality textures, this game looks amazing",Not Hope,Not Hope
FOLLOW ME JustinBieber I BELIEVE U WILL DO IT... I HOPE PLEASE . ILYSM 25,Not Hope,Not Hope
"#USER# As I said in your video, Nintendo fans act more and more like Karens... they expect every direct to their liking.",Not Hope,Not Hope
The Buhari APC led administration has soft spots for incompetences.  He will always take incompetences for competences. You cannot aspire above what you are. Garbage In and Garbage Out. #URL#,Not Hope,Not Hope
"My birthday is in a week, I expect atleast 10 Lego sets in my mailbox",Hope,Generalized Hope
#USER# #USER# They had the second prettiest server front after the SGI Origin 2000. I'm still hoping to catch one of those cases on ebay some day. But it seems your old place shut down before having a large market footprint...,Hope,Realistic Hope
Passing to you.. #CloudLove 💨 #PPP hope you’re all having a great Monday #StonerFam #Mmemberville #CannabisCommunity stay lifted💨💚✌️ #URL#,Hope,Generalized Hope
#USER# Id be honored if I was chosen your art is beautiful :o I hope you get a lot of submissions! :3 #URL#,Hope,Generalized Hope
"#USER# When people tell you who they are ... BELIEVE THEM!!! AND, oh BTW, do something about it!!! If you are too feeble to take action then step aside and let other people DO The Job!!!",Not Hope,Not Hope
Did the Prohibition stop drinking? Did the drug war stop smoking? What makes you think it is different with guns?,Not Hope,Sarcasm
"#USER# You never know with people who play DBD.
Every match you hear some crazy shit like death threats. Wouldn’t expect any less from TWITTER.",Not Hope,Not Hope
"#USER#  is the best exchanger! Love this project hoping to win this time! 

0xfc6806d43CF176A6419Be51BFdc575406A018cD6  #biswap_earn #biswap_exchange 💛💛💛💛💛",Hope,Realistic Hope
"#USER# #USER# That’s the issue for me. It’s some players praying with their coach, and some players who felt compelled to pray with their coach who has a position of power over them. Social pressure induced religious conformity.",Not Hope,Not Hope
#USER# #USER# I actually do not know this. What I do know is that the US pretense for thaad was not for them. I do not believe this tho.,Not Hope,Not Hope
#USER# They don’t believe it’s relevant to their forcing religion down the throats os America.,Not Hope,Not Hope
"#USER# If u want to talk, u can dm me anytime, i’d love to&lt;3 take care and i hope i can see u in my tl more !!",Hope,Generalized Hope
#USER# HELPP ITS OK MY ACC IS GOING THROUGH CHANGES. I WISH I COULD KNKW WHO IS MUTUALS THO 😭😭😭,Not Hope,Not Hope
inshallah one day im gonna build a small mosque near my house and just stay in it for multiple hours and praying to allah inshallah,Hope,Unrealistic Hope
"@MailOnline Another misogynistic, homophobic rapper.. how shocking!",Not Hope,Sarcasm
"#USER# #USER# Surely, you’re not. Think. Why else would it be an issue? How many teams pray &amp; vocalize the Lord’s Prayer before games? I’ve played in Cali, Mississippi, &amp; Nevada. EVERY TEAM used the Lord’s Prayer as protection, imagined such by some, never by me. GOP radicalizes everything.",Not Hope,Not Hope
#USER# #USER# Reading more than 280 characters is tough I know but it’s a skill set most conservatives should aspire to.,Hope,Generalized Hope
#USER# I read something where the right wing was trying to legislate it into state law of course because it was less common and not being done by the majority.  It’s like Pete and repeat. Feel free to pray.  Nobody is stopping you. My family prays every morning to god. Individually 🤣,Not Hope,Not Hope
#USER# #USER# #USER# #USER# I don't know for sure. I hope I'm wrong. I would LOVE for you and I to revisit this tweet and me to be wrong.,Hope,Generalized Hope
This is the kind of weather that makes me wish that my home had an atrium. 😆 #URL#,Hope,Unrealistic Hope
"#USER# Nobody is taking your right to pray away. Pray all you want in your house,yard, church,out in Mother Nature, but don't force you prayers on me or mine or on anyone not of your faith.",Not Hope,Not Hope
"#USER# A very good project. This project will go a long way. I hope inshaAllah.
@Farukho13225602
@KhSarif01
@SujonKumar111
@MdMunna57764445
@Masumraj22",Hope,Generalized Hope
"I'm a complete slave to my heart, I just yearn for love and I want to love as well, I don't want to be held by any chains of exclusivity or anything like that. I want to love as free as the wind blows",Hope,Realistic Hope
"I'm happy for all the Barbz who are going to see Nicki Minaj I hope y'all enjoy that moment and have fun🥳
-I'm hoping one day I get to see my idol Nicki Minaj🥺idc how long it takes but imma be patient.",Hope,Generalized Hope
Being part of a diaspora is so weird because you can yearn for what would have been your culture while also feeling like you've got no right to it.,Not Hope,Not Hope
#USER# I’m about to report you as spam! I can’t believe you really used the #USER# name I told you. Lmao yaaaas Sha!,Not Hope,Not Hope
